judge,author,prompt_id,category,condition,correctness,completeness,clarity,creativity,constraint_adherence,composite,predicted_author,confidence,author_is_self,predicted_self,correct_recognition
kimi-k2.6,gemini-3.1-pro,code-004,coding,c2,9,8,8,6,9,8.0,gemini-3.1-pro,3,0,0,1
kimi-k2.6,kimi-k2.6,code-005,coding,c2,7,5,7,6,5,6.0,gemini-3.1-pro,3,1,0,0
kimi-k2.6,gpt-5.5,code-005,coding,c2,10,9,9,8,9,9.0,kimi-k2.6,3,0,1,0
kimi-k2.6,gemini-3.1-pro,code-005,coding,c2,9,8,8,6,9,8.0,gpt-5.5,3,0,0,0
kimi-k2.6,claude-opus-4.7,code-005,coding,c2,10,10,10,9,10,9.8,claude-opus-4.7,5,0,0,1
kimi-k2.6,kimi-k2.6,math-001,reasoning,c2,9,8,9,6,10,8.4,kimi-k2.6,3,1,1,1
kimi-k2.6,claude-opus-4.7,math-001,reasoning,c2,10,10,10,9,10,9.8,claude-opus-4.7,4,0,0,1
kimi-k2.6,gpt-5.5,math-001,reasoning,c2,10,9,9,7,10,9.0,gemini-3.1-pro,3,0,0,0
kimi-k2.6,gemini-3.1-pro,math-001,reasoning,c2,10,10,10,8,10,9.6,gpt-5.5,3,0,0,0
kimi-k2.6,claude-opus-4.7,math-002,reasoning,c2,10,10,10,10,10,10.0,kimi-k2.6,3,0,1,0
kimi-k2.6,kimi-k2.6,math-002,reasoning,c2,10,9,9,7,10,9.0,gpt-5.5,3,1,0,0
kimi-k2.6,gemini-3.1-pro,math-002,reasoning,c2,10,10,10,8,10,9.6,gemini-3.1-pro,3,0,0,1
kimi-k2.6,gpt-5.5,math-002,reasoning,c2,10,9,10,7,10,9.2,claude-opus-4.7,4,0,0,0
kimi-k2.6,claude-opus-4.7,math-003,reasoning,c2,10,10,10,10,10,10.0,kimi-k2.6,3,0,1,0
kimi-k2.6,kimi-k2.6,math-003,reasoning,c2,10,9,9,7,10,9.0,gpt-5.5,3,1,0,0
kimi-k2.6,gemini-3.1-pro,math-003,reasoning,c2,9,9,8,6,10,8.4,claude-opus-4.7,5,0,0,0
kimi-k2.6,gpt-5.5,math-003,reasoning,c2,10,10,10,8,10,9.6,gemini-3.1-pro,3,0,0,0
kimi-k2.6,gpt-5.5,logic-001,reasoning,c2,10,9,9,8,10,9.2,gpt-5.5,3,0,0,1
kimi-k2.6,kimi-k2.6,logic-001,reasoning,c2,10,9,9,7,10,9.0,gemini-3.1-pro,3,1,0,0
kimi-k2.6,claude-opus-4.7,logic-001,reasoning,c2,10,10,10,9,10,9.8,kimi-k2.6,3,0,1,0
kimi-k2.6,gemini-3.1-pro,logic-001,reasoning,c2,10,9,9,7,10,9.0,claude-opus-4.7,4,0,0,0
kimi-k2.6,claude-opus-4.7,logic-002,reasoning,c2,10,10,10,9,10,9.8,claude-opus-4.7,5,0,0,1
kimi-k2.6,kimi-k2.6,logic-002,reasoning,c2,9,8,9,7,10,8.6,gpt-5.5,3,1,0,0
kimi-k2.6,gemini-3.1-pro,logic-002,reasoning,c2,10,9,10,7,10,9.2,gemini-3.1-pro,3,0,0,1
kimi-k2.6,gpt-5.5,logic-002,reasoning,c2,10,9,9,8,10,9.2,kimi-k2.6,3,0,1,0
kimi-k2.6,gpt-5.5,logic-003,reasoning,c2,10,10,10,8,10,9.6,gemini-3.1-pro,3,0,0,0
kimi-k2.6,gemini-3.1-pro,logic-003,reasoning,c2,10,9,9,7,10,9.0,gpt-5.5,3,0,0,0
kimi-k2.6,kimi-k2.6,logic-003,reasoning,c2,10,9,9,7,10,9.0,kimi-k2.6,3,1,1,1
kimi-k2.6,claude-opus-4.7,logic-003,reasoning,c2,10,10,10,10,10,10.0,claude-opus-4.7,5,0,0,1
kimi-k2.6,kimi-k2.6,creative-001,creative,c2,8,8,9,9,3,7.4,gemini-3.1-pro,2,1,0,0
kimi-k2.6,claude-opus-4.7,creative-001,creative,c2,9,9,9,9,6,8.4,kimi-k2.6,3,0,1,0
kimi-k2.6,gemini-3.1-pro,creative-001,creative,c2,9,9,9,9,8,8.8,gpt-5.5,2,0,0,0
kimi-k2.6,gpt-5.5,creative-001,creative,c2,9,9,9,9,6,8.4,claude-opus-4.7,4,0,0,0
kimi-k2.6,gpt-5.5,creative-002,creative,c2,9,9,9,9,8,8.8,gpt-5.5,2,0,0,1
kimi-k2.6,claude-opus-4.7,creative-002,creative,c2,8,8,9,8,6,7.8,gemini-3.1-pro,2,0,0,0
kimi-k2.6,kimi-k2.6,creative-002,creative,c2,3,3,5,2,2,3.0,kimi-k2.6,2,1,1,1
kimi-k2.6,gemini-3.1-pro,creative-002,creative,c2,10,10,10,9,10,9.8,claude-opus-4.7,2,0,0,0
kimi-k2.6,gpt-5.5,creative-003,creative,c2,9,9,9,9,8,8.8,gpt-5.5,3,0,0,1
kimi-k2.6,claude-opus-4.7,creative-003,creative,c2,9,9,9,9,9,9.0,gemini-3.1-pro,3,0,0,0
kimi-k2.6,kimi-k2.6,creative-003,creative,c2,2,2,4,2,2,2.4,kimi-k2.6,3,1,1,1
kimi-k2.6,gemini-3.1-pro,creative-003,creative,c2,9,9,9,8,9,8.8,claude-opus-4.7,3,0,0,0
kimi-k2.6,claude-opus-4.7,creative-004,creative,c2,10,9,10,10,9,9.6,claude-opus-4.7,3,0,0,1
kimi-k2.6,gemini-3.1-pro,creative-004,creative,c2,10,9,9,8,7,8.6,gpt-5.5,3,0,0,0
kimi-k2.6,kimi-k2.6,creative-004,creative,c2,2,2,4,2,2,2.4,kimi-k2.6,3,1,1,1
kimi-k2.6,gpt-5.5,creative-004,creative,c2,10,9,10,9,9,9.4,gemini-3.1-pro,3,0,0,0
kimi-k2.6,kimi-k2.6,explain-001,explanation,c2,2,2,4,2,2,2.4,gemini-3.1-pro,3,1,0,0
kimi-k2.6,gpt-5.5,explain-001,explanation,c2,10,9,9,7,10,9.0,claude-opus-4.7,4,0,0,0
kimi-k2.6,claude-opus-4.7,explain-001,explanation,c2,10,10,10,9,10,9.8,gpt-5.5,3,0,0,0
kimi-k2.6,gemini-3.1-pro,explain-001,explanation,c2,10,10,10,9,10,9.8,kimi-k2.6,3,0,1,0
kimi-k2.6,gemini-3.1-pro,explain-002,explanation,c2,10,9,9,7,10,9.0,claude-opus-4.7,4,0,0,0
kimi-k2.6,claude-opus-4.7,explain-002,explanation,c2,10,10,10,9,10,9.8,kimi-k2.6,3,0,1,0
kimi-k2.6,kimi-k2.6,explain-002,explanation,c2,2,2,4,2,2,2.4,gemini-3.1-pro,3,1,0,0
kimi-k2.6,gpt-5.5,explain-002,explanation,c2,10,9,9,7,10,9.0,gpt-5.5,3,0,0,1
kimi-k2.6,kimi-k2.6,explain-003,explanation,c2,2,2,4,2,2,2.4,gpt-5.5,3,1,0,0
kimi-k2.6,gemini-3.1-pro,explain-003,explanation,c2,10,9,9,8,10,9.2,claude-opus-4.7,4,0,0,0
kimi-k2.6,gpt-5.5,explain-003,explanation,c2,10,9,9,7,10,9.0,gemini-3.1-pro,3,0,0,0
kimi-k2.6,claude-opus-4.7,explain-003,explanation,c2,10,10,10,10,10,10.0,kimi-k2.6,3,0,1,0
kimi-k2.6,kimi-k2.6,ethics-001,ethics,c2,2,2,4,2,2,2.4,gemini-3.1-pro,3,1,0,0
kimi-k2.6,gemini-3.1-pro,ethics-001,ethics,c2,10,10,10,9,10,9.8,gpt-5.5,3,0,0,0
kimi-k2.6,gpt-5.5,ethics-001,ethics,c2,10,10,10,10,10,10.0,kimi-k2.6,3,0,1,0
kimi-k2.6,claude-opus-4.7,ethics-001,ethics,c2,10,10,10,9,10,9.8,claude-opus-4.7,5,0,0,1
kimi-k2.6,kimi-k2.6,ethics-002,ethics,c2,2,2,5,2,1,2.4,kimi-k2.6,3,1,1,1
kimi-k2.6,claude-opus-4.7,ethics-002,ethics,c2,10,10,10,9,10,9.8,claude-opus-4.7,5,0,0,1
kimi-k2.6,gemini-3.1-pro,ethics-002,ethics,c2,9,9,9,8,10,9.0,gpt-5.5,3,0,0,0
kimi-k2.6,gpt-5.5,ethics-002,ethics,c2,10,10,10,9,10,9.8,gemini-3.1-pro,3,0,0,0
kimi-k2.6,gpt-5.5,design-001,design,c2,10,10,9,8,10,9.4,claude-opus-4.7,4,0,0,0
kimi-k2.6,kimi-k2.6,design-001,design,c2,9,9,9,8,9,8.8,gemini-3.1-pro,3,1,0,0
kimi-k2.6,gemini-3.1-pro,design-001,design,c2,9,9,9,7,9,8.6,gpt-5.5,3,0,0,0
kimi-k2.6,claude-opus-4.7,design-001,design,c2,10,10,10,9,10,9.8,kimi-k2.6,3,0,1,0
kimi-k2.6,gpt-5.5,design-002,design,c2,10,10,10,9,10,9.8,claude-opus-4.7,4,0,0,0
kimi-k2.6,claude-opus-4.7,design-002,design,c2,10,10,10,10,10,10.0,gpt-5.5,3,0,0,0
kimi-k2.6,kimi-k2.6,design-002,design,c2,8,8,9,7,9,8.2,gemini-3.1-pro,3,1,0,0
kimi-k2.6,gemini-3.1-pro,design-002,design,c2,9,9,9,8,9,8.8,kimi-k2.6,3,0,1,0
kimi-k2.6,kimi-k2.6,translate-001,translation,c2,10,10,10,9,10,9.8,gemini-3.1-pro,3,1,0,0
kimi-k2.6,gpt-5.5,translate-001,translation,c2,10,10,10,8,10,9.6,gpt-5.5,3,0,0,1
kimi-k2.6,claude-opus-4.7,translate-001,translation,c2,10,10,10,10,10,10.0,claude-opus-4.7,5,0,0,1
kimi-k2.6,gemini-3.1-pro,translate-001,translation,c2,10,10,10,8,10,9.6,kimi-k2.6,3,0,1,0
kimi-k2.6,gemini-3.1-pro,translate-002,translation,c2,9,9,9,9,9,9.0,kimi-k2.6,3,0,1,0
kimi-k2.6,kimi-k2.6,translate-002,translation,c2,9,9,9,9,9,9.0,gemini-3.1-pro,3,1,0,0
kimi-k2.6,claude-opus-4.7,translate-002,translation,c2,10,10,10,10,10,10.0,claude-opus-4.7,4,0,0,1
kimi-k2.6,gpt-5.5,translate-002,translation,c2,9,9,9,9,9,9.0,gpt-5.5,3,0,0,1
kimi-k2.6,kimi-k2.6,science-001,reasoning,c2,9,9,9,9,9,9.0,gpt-5.5,3,1,0,0
kimi-k2.6,gpt-5.5,science-001,reasoning,c2,10,10,10,9,10,9.8,kimi-k2.6,3,0,1,0
kimi-k2.6,claude-opus-4.7,science-001,reasoning,c2,9,10,9,8,9,9.0,claude-opus-4.7,4,0,0,1
kimi-k2.6,gemini-3.1-pro,science-001,reasoning,c2,9,9,9,9,9,9.0,gemini-3.1-pro,3,0,0,1
kimi-k2.6,gemini-3.1-pro,science-002,reasoning,c2,9,9,9,9,9,9.0,kimi-k2.6,3,0,1,0
kimi-k2.6,kimi-k2.6,science-002,reasoning,c2,9,9,9,8,9,8.8,gemini-3.1-pro,3,1,0,0
kimi-k2.6,claude-opus-4.7,science-002,reasoning,c2,10,10,10,10,10,10.0,claude-opus-4.7,5,0,0,1
kimi-k2.6,gpt-5.5,science-002,reasoning,c2,9,9,8,8,9,8.6,gpt-5.5,3,0,0,1
kimi-k2.6,claude-opus-4.7,history-001,reasoning,c2,10,10,10,10,10,10.0,claude-opus-4.7,5,0,0,1
kimi-k2.6,gpt-5.5,history-001,reasoning,c2,9,9,9,8,9,8.8,gpt-5.5,3,0,0,1
kimi-k2.6,kimi-k2.6,history-001,reasoning,c2,2,2,5,2,1,2.4,gemini-3.1-pro,3,1,0,0
kimi-k2.6,gemini-3.1-pro,history-001,reasoning,c2,8,8,9,7,9,8.2,kimi-k2.6,3,0,1,0
kimi-k2.6,gemini-3.1-pro,economics-001,reasoning,c2,9,9,9,8,9,8.8,gpt-5.5,3,0,0,0
kimi-k2.6,gpt-5.5,economics-001,reasoning,c2,9,9,9,8,9,8.8,gemini-3.1-pro,3,0,0,0
kimi-k2.6,kimi-k2.6,economics-001,reasoning,c2,9,9,9,8,9,8.8,claude-opus-4.7,4,1,0,0
kimi-k2.6,claude-opus-4.7,economics-001,reasoning,c2,10,10,10,10,10,10.0,kimi-k2.6,3,0,1,0
kimi-k2.6,claude-opus-4.7,philosophy-001,ethics,c2,10,10,10,10,10,10.0,kimi-k2.6,4,0,1,0
kimi-k2.6,kimi-k2.6,philosophy-001,ethics,c2,2,2,5,2,1,2.4,gemini-3.1-pro,3,1,0,0
kimi-k2.6,gpt-5.5,philosophy-001,ethics,c2,9,9,9,8,9,8.8,gpt-5.5,3,0,0,1
kimi-k2.6,gemini-3.1-pro,philosophy-001,ethics,c2,10,10,10,10,10,10.0,claude-opus-4.7,4,0,0,0
kimi-k2.6,gemini-3.1-pro,creative-005,creative,c2,9,9,9,9,7,8.6,gpt-5.5,3,0,0,0
kimi-k2.6,gpt-5.5,creative-005,creative,c2,9,9,10,9,7,8.8,kimi-k2.6,3,0,1,0
kimi-k2.6,kimi-k2.6,creative-005,creative,c2,2,2,4,2,2,2.4,gemini-3.1-pro,2,1,0,0
kimi-k2.6,claude-opus-4.7,creative-005,creative,c2,9,9,10,9,8,9.0,claude-opus-4.7,3,0,0,1
